"delta","S","v_star"
0.25,120,-3.63614849232723
0.25,121,-3.63616165506556
0.25,122,-3.6361746018099
0.25,123,-3.63618733783352
0.25,124,-3.6361998682394
0.25,125,-3.63621219796708
0.25,126,-3.63622433179915
0.25,127,-3.6362362743674
0.25,128,-3.63624803015877
0.25,129,-3.63625960352094
0.25,130,-3.63627099866766
0.25,131,-3.63628221968393
0.25,132,-3.63629327053084
0.25,133,-3.63630415505024
0.25,134,-3.63631487696921
0.25,135,-3.63632543990429
0.25,136,-3.63633584736554
0.25,137,-3.63634610276048
0.25,138,-3.63635620939775
0.25,139,-3.63636617049072
0.25,140,-3.63637598916084
0.25,141,-3.63638566844097
0.25,142,-3.63639521127843
0.25,143,-3.63640462053806
0.25,144,-3.63641389900502
0.25,145,-3.63642304938761
0.25,146,-3.63643207431985
0.25,147,-3.63644097636403
0.25,148,-3.63644975801313
0.25,149,-3.63645842169317
0.25,150,-3.6364669697654
0.25,151,-3.63647540452849
0.25,152,-3.63648372822055
0.25,153,-3.63649194302114
0.25,154,-3.63650005105319
0.25,155,-3.63650805438477
0.25,156,-3.63651595503088
0.25,157,-3.63652375495517
0.25,158,-3.63653145607153
0.25,159,-3.63653906024565
0.25,160,-3.63654656929656
0.25,161,-3.63655398499805
0.25,162,-3.6365613090801
0.25,163,-3.63656854323019
0.25,164,-3.63657568909461
0.25,165,-3.63658274827972
0.25,166,-3.63658972235314
0.25,167,-3.63659661284492
0.25,168,-3.63660342124865
0.25,169,-3.63661014902254
0.25,170,-3.63661679759047
0.25,171,-3.636623368343
0.25,172,-3.6366298626383
0.25,173,-3.63663628180315
0.25,174,-3.63664262713379
0.25,175,-3.63664889989681
0.25,176,-3.63665510132999
0.25,177,-3.63666123264314
0.25,178,-3.63666729501885
0.25,179,-3.63667328961326
0.25,180,-3.63667921755681
0.25,181,-3.63668507995495
0.25,182,-3.6366908778888
0.25,183,-3.63669661241583
0.25,184,-3.63670228457054
0.25,185,-3.63670789536502
0.25,186,-3.63671344578958
0.25,187,-3.63671893681335
0.25,188,-3.6367243693848
0.25,189,-3.63672974443236
0.25,190,-3.63673506286485
0.25,191,-3.63674032557207
0.25,192,-3.63674553342528
0.25,193,-3.63675068727765
0.25,194,-3.63675578796478
0.25,195,-3.63676083630507
0.25,196,-3.63676583310025
0.25,197,-3.63677077913575
0.25,198,-3.63677567518111
0.25,199,-3.63678052199042
0.25,200,-3.63678532030264
0.26,2,-3.35152437467224
0.26,3,-3.39353853037211
0.26,4,-3.41357668246037
0.26,5,-3.4253133008582
0.26,6,-3.43302446537112
0.26,7,-3.43847890776625
0.26,8,-3.44253866961944
0.26,9,-3.44567910244532
0.26,10,-3.44818294301095
0.26,11,-3.45022524959566
0.26,12,-3.45191889545627
0.26,13,-3.45334929784862
0.26,14,-3.45457339962739
0.26,15,-3.45563282615319
0.26,16,-3.45655871087853
0.26,17,-3.45737480488012
0.26,18,-3.45809954242955
0.26,19,-3.45874744981941
0.26,20,-3.45933012878735
0.26,21,-3.45985695721309
0.26,22,-3.46033465235549
0.26,23,-3.46077020083611
0.26,24,-3.46116925292274
0.26,25,-3.46153621129616
0.26,26,-3.46187479788332
0.26,27,-3.46218818053233
0.26,28,-3.46247907241682
0.26,29,-3.46274981078175
0.26,30,-3.46300241987165
0.26,31,-3.46323866162802
0.26,32,-3.46346007684216
0.26,33,-3.46366801879615
0.26,34,-3.46386368094421
0.26,35,-3.46404811983107
0.26,36,-3.46422227417668
0.26,37,-3.46438698085509
0.26,38,-3.4645429883417
0.26,39,-3.46469096808473
0.26,40,-3.46483152416534
0.26,41,-3.46496520153956
0.26,42,-3.46509249309915
0.26,43,-3.46521384574414
0.26,44,-3.46532966562485
0.26,45,-3.46544032268299
0.26,46,-3.46554615459863
0.26,47,-3.46564747023195
0.26,48,-3.46574455263365
0.26,49,-3.4658376616856
0.26,50,-3.46592703642393
0.26,51,-3.46601289708799
0.26,52,-3.46609544693235
0.26,53,-3.46617487383316
0.26,54,-3.46625135171554
0.26,55,-3.46632504182496
0.26,56,-3.46639609386199
0.26,57,-3.46646464699738
0.26,58,-3.46653083078189
0.26,59,-3.46659476596337
0.26,60,-3.46665656522195
0.26,61,-3.4667163338328
0.26,62,-3.46677417026453
0.26,63,-3.46683016672058
0.26,64,-3.46688440962968
0.26,65,-3.46693698009098
0.26,66,-3.46698795427859
0.26,67,-3.4670374038099
0.26,68,-3.46708539608122
0.26,69,-3.46713199457431
0.26,70,-3.46717725913649
0.26,71,-3.46722124623706
0.26,72,-3.46726400920235
0.26,73,-3.46730559843133
0.26,74,-3.46734606159382
0.26,75,-3.46738544381273
0.26,76,-3.46742378783188
0.26,77,-3.46746113417083
0.26,78,-3.46749752126763
0.26,79,-3.46753298561082
0.26,80,-3.46756756186148
0.26,81,-3.46760128296621
0.26,82,-3.46763418026182
0.26,83,-3.46766628357252
0.26,84,-3.46769762130003
0.26,85,-3.46772822050745
0.26,86,-3.46775810699716
0.26,87,-3.4677873053834
0.26,88,-3.46781583915989
0.26,89,-3.46784373076288
0.26,90,-3.46787100162995
0.26,91,-3.467897672255
0.26,92,-3.4679237622396
0.26,93,-3.46794929034102
0.26,94,-3.46797427451723
0.26,95,-3.467998731969
0.26,96,-3.46802267917941
0.26,97,-3.46804613195087
0.26,98,-3.46806910543995
0.26,99,-3.46809161418998
0.26,100,-3.46811367216178
0.26,101,-3.46813529276256
0.26,102,-3.46815648887302
0.26,103,-3.46817727287305
0.26,104,-3.46819765666573
0.26,105,-3.46821765170014
0.26,106,-3.46823726899276
0.26,107,-3.46825651914773
0.26,108,-3.46827541237595
0.26,109,-3.46829395851317
0.26,110,-3.46831216703701
0.26,111,-3.46833004708318
0.26,112,-3.46834760746069
0.26,113,-3.46836485666638
0.26,114,-3.4683818028986
0.26,115,-3.4683984540702
0.26,116,-3.46841481782088
0.26,117,-3.46843090152882
0.26,118,-3.46844671232184
0.26,119,-3.4684622570879
0.26,120,-3.46847754248507
0.26,121,-3.46849257495113
0.26,122,-3.4685073607125
0.26,123,-3.46852190579293
0.26,124,-3.46853621602164
0.26,125,-3.4685502970411
0.26,126,-3.46856415431447
0.26,127,-3.46857779313268
0.26,128,-3.46859121862112
0.26,129,-3.4686044357461
0.26,130,-3.46861744932096
0.26,131,-3.46863026401192
0.26,132,-3.46864288434366
0.26,133,-3.46865531470463
0.26,134,-3.46866755935217
0.26,135,-3.46867962241732
0.26,136,-3.46869150790955
0.26,137,-3.46870321972109
0.26,138,-3.46871476163129
0.26,139,-3.46872613731062
0.26,140,-3.46873735032457
0.26,141,-3.46874840413739
0.26,142,-3.46875930211567
0.26,143,-3.46877004753173
0.26,144,-3.4687806435669
0.26,145,-3.46879109331468
0.26,146,-3.46880139978372
0.26,147,-3.46881156590076
0.26,148,-3.46882159451334
0.26,149,-3.46883148839249
0.26,150,-3.4688412502353
0.26,151,-3.46885088266733
0.26,152,-3.46886038824498
0.26,153,-3.46886976945779
0.26,154,-3.46887902873055
0.26,155,-3.46888816842542
0.26,156,-3.46889719084397
0.26,157,-3.46890609822905
0.26,158,-3.4689148927667
0.26,159,-3.4689235765879
0.26,160,-3.46893215177033
0.26,161,-3.46894062034
0.26,162,-3.46894898427286
0.26,163,-3.46895724549631
0.26,164,-3.46896540589072
0.26,165,-3.46897346729084
0.26,166,-3.46898143148717
0.26,167,-3.46898930022728
0.26,168,-3.46899707521711
0.26,169,-3.46900475812218
0.26,170,-3.46901235056881
0.26,171,-3.46901985414522
0.26,172,-3.46902727040269
0.26,173,-3.46903460085659
0.26,174,-3.46904184698743
0.26,175,-3.46904901024185
0.26,176,-3.46905609203361
0.26,177,-3.46906309374446
0.26,178,-3.46907001672511
0.26,179,-3.46907686229604
0.26,180,-3.46908363174838
0.26,181,-3.46909032634469
0.26,182,-3.46909694731977
0.26,183,-3.46910349588141
0.26,184,-3.46910997321113
0.26,185,-3.46911638046488
0.26,186,-3.46912271877373
0.26,187,-3.46912898924453
0.26,188,-3.46913519296059
0.26,189,-3.46914133098225
0.26,190,-3.46914740434753
0.26,191,-3.46915341407269
0.26,192,-3.46915936115279
0.26,193,-3.46916524656227
0.26,194,-3.46917107125546
0.26,195,-3.46917683616709
0.26,196,-3.46918254221283
0.26,197,-3.4691881902897
0.26,198,-3.46919378127663
0.26,199,-3.46919931603484
0.26,200,-3.46920479540834
0.27,2,-3.1786123597456
0.27,3,-3.22699385413282
0.27,4,-3.24992144279311
0.27,5,-3.26330221160392
0.27,6,-3.27207960693097
0.27,7,-3.27827919468411
0.27,8,-3.28289030629254
0.27,9,-3.28645540535297
0.27,10,-3.28929679195672
0.27,11,-3.29160950059035
0.27,12,-3.2935301813738
0.27,13,-3.29515199913797
0.27,14,-3.29653966630632
0.27,15,-3.29774047204126
0.27,16,-3.29878977576161
0.27,17,-3.2997145455991
0.27,18,-3.30053411495538
0.27,19,-3.30126598568861
0.27,20,-3.30192413145097
0.27,21,-3.30251915749617
0.27,22,-3.30305972817218
0.27,23,-3.30355299149114
0.27,24,-3.30400489692627
0.27,25,-3.30442043650162
0.27,26,-3.30480382993932
0.27,27,-3.30515866844434
0.27,28,-3.30548802752017
0.27,29,-3.30579455632736
0.27,30,-3.30608054908452
0.27,31,-3.3063480025854
0.27,32,-3.30659866288283
0.27,33,-3.30683406344738
0.27,34,-3.3070555565635
0.27,35,-3.3072643393211
0.27,36,-3.3074614752578
0.27,37,-3.30764791247781
0.27,38,-3.30782449889894
0.27,39,-3.30799199514521
0.27,40,-3.30815108549853
0.27,41,-3.30830238724198
0.27,42,-3.30844645866365
0.27,43,-3.30858380593998
0.27,44,-3.30871488907724
0.27,45,-3.30884012705833
0.27,46,-3.30895990231602
0.27,47,-3.30907456463348
0.27,48,-3.30918443455565
0.27,49,-3.30928980638171
0.27,50,-3.30939095079738
0.27,51,-3.30948811719662
0.27,52,-3.30958153573475
0.27,53,-3.30967141914843
0.27,54,-3.30975796437291
0.27,55,-3.30984135398237
0.27,56,-3.30992175747553
0.27,57,-3.30999933242561
0.27,58,-3.31007401391159
0.27,59,-3.31014615572907
0.27,60,-3.3102158869774
0.27,61,-3.31028332649165
0.27,62,-3.31034858542222
0.27,63,-3.31041176784607
0.27,64,-3.31047297132063
0.27,65,-3.31053228738639
0.27,66,-3.31058980202374
0.27,67,-3.31064559606879
0.27,68,-3.31069974559244
0.27,69,-3.31075232224641
0.27,70,-3.31080339357954
0.27,71,-3.31085302332732
0.27,72,-3.31090127167724
0.27,73,-3.3109481955123
0.27,74,-3.31099384863467
0.27,75,-3.31103828197154
0.27,76,-3.3110815437646
0.27,77,-3.31112367974475
0.27,78,-3.31116473329332
0.27,79,-3.31120474559111
0.27,80,-3.31124375575611
0.27,81,-3.31128180097111
0.27,82,-3.31131891660189
0.27,83,-3.31135513630686
0.27,84,-3.31139049213887
0.27,85,-3.31142501463983
0.27,86,-3.31145873292869
0.27,87,-3.31149167478337
0.27,88,-3.31152386671704
0.27,89,-3.31155533404935
0.27,90,-3.31158610097281
0.27,91,-3.31161619061479
0.27,92,-3.31164562509558
0.27,93,-3.31167442558253
0.27,94,-3.31170261234088
0.27,95,-3.31173020478128
0.27,96,-3.31175722150438
0.27,97,-3.31178368034265
0.27,98,-3.3118095983996
0.27,99,-3.31183499208669
0.27,100,-3.31185987715797
0.27,101,-3.31188426874265
0.27,102,-3.31190818137581
0.27,103,-3.31193162902724
0.27,104,-3.3119546251287
0.27,105,-3.31197718259954
0.27,106,-3.31199931387093
0.27,107,-3.31202103090867
0.27,108,-3.31204234523481
0.27,109,-3.31206326794799
0.27,110,-3.31208380974273
0.27,111,-3.31210398092767
0.27,112,-3.31212379144278
0.27,113,-3.31214325087573
0.27,114,-3.31216236847737
0.27,115,-3.31218115317635
0.27,116,-3.31219961359306
0.27,117,-3.31221775805279
0.27,118,-3.3122355945983
0.27,119,-3.31225313100164
0.27,120,-3.3122703747755
0.27,121,-3.31228733318392
0.27,122,-3.31230401325247
0.27,123,-3.31232042177799
0.27,124,-3.31233656533781
0.27,125,-3.31235245029852
0.27,126,-3.31236808282439
0.27,127,-3.31238346888531
0.27,128,-3.31239861426437
0.27,129,-3.31241352456519
0.27,130,-3.31242820521872
0.27,131,-3.31244266148993
0.27,132,-3.31245689848407
0.27,133,-3.31247092115266
0.27,134,-3.31248473429927
0.27,135,-3.31249834258498
0.27,136,-3.31251175053363
0.27,137,-3.31252496253684
0.27,138,-3.31253798285881
0.27,139,-3.31255081564089
0.27,140,-3.31256346490599
0.27,141,-3.31257593456276
0.27,142,-3.31258822840965
0.27,143,-3.31260035013876
0.27,144,-3.3126123033395
0.27,145,-3.31262409150218
0.27,146,-3.31263571802139
0.27,147,-3.31264718619926
0.27,148,-3.31265849924857
0.27,149,-3.31266966029578
0.27,150,-3.3126806723839
0.27,151,-3.31269153847524
0.27,152,-3.31270226145409
0.27,153,-3.31271284412926
0.27,154,-3.31272328923652
0.27,155,-3.31273359944099
0.27,156,-3.31274377733939
0.27,157,-3.31275382546221
0.27,158,-3.31276374627583
0.27,159,-3.31277354218451
0.27,160,-3.31278321553236
0.27,161,-3.31279276860519
0.27,162,-3.31280220363234
0.27,163,-3.31281152278836
0.27,164,-3.31282072819474
0.27,165,-3.31282982192149
0.27,166,-3.31283880598869
0.27,167,-3.31284768236801
0.27,168,-3.3128564529841
0.27,169,-3.31286511971605
0.27,170,-3.31287368439868
0.27,171,-3.31288214882386
0.27,172,-3.31289051474176
0.27,173,-3.31289878386204
0.27,174,-3.31290695785503
0.27,175,-3.31291503835283
0.27,176,-3.31292302695044
0.27,177,-3.31293092520679
0.27,178,-3.31293873464572
0.27,179,-3.31294645675701
0.27,180,-3.31295409299731
0.27,181,-3.31296164479103
0.27,182,-3.31296911353128
0.27,183,-3.31297650058068
0.27,184,-3.31298380727219
0.27,185,-3.31299103490996
0.27,186,-3.31299818477003
0.27,187,-3.31300525810117
0.27,188,-3.31301225612552
0.27,189,-3.31301918003936
0.27,190,-3.31302603101376
0.27,191,-3.31303281019522
0.27,192,-3.31303951870639
0.27,193,-3.31304615764658
0.27,194,-3.31305272809245
0.27,195,-3.31305923109855
0.27,196,-3.31306566769789
0.27,197,-3.31307203890249
0.27,198,-3.31307834570392
0.27,199,-3.31308458907378
0.27,200,-3.31309076996425
0.28,2,-3.01481594501569
0.28,3,-3.0700980459049
0.28,4,-3.09610108669895
0.28,5,-3.1112381612044
0.28,6,-3.12114266626532
0.28,7,-3.12812863294715
0.28,8,-3.13332075979777
0.28,9,-3.13733316428723
0.28,10,-3.14052815096549
0.28,11,-3.14312648900908
0.28,12,-3.14528590399806
0.28,13,-3.14710893201047
0.28,14,-3.14866848339904
0.28,15,-3.150017764305
0.28,16,-3.15119301175364
0.28,17,-3.1522286840782
0.28,18,-3.15314824969412
0.28,19,-3.15397019531443
0.28,20,-3.15470928109008
0.28,21,-3.15537743450032
0.28,22,-3.15598439873611
0.28,23,-3.15653821079547
0.28,24,-3.15704555927761
0.28,25,-3.1575120557688
0.28,26,-3.15794244322268
0.28,27,-3.15834075776406
0.28,28,-3.15871045562533
0.28,29,-3.15905451367706
0.28,30,-3.15937550974646
0.28,31,-3.1596756873109
0.28,32,-3.15995700800118
0.28,33,-3.16022052834181
0.28,34,-3.16046835260331
0.28,35,-3.16070195073919
0.28,36,-3.16092251349972
0.28,37,-3.1611311023548
0.28,38,-3.16132866657502
0.28,39,-3.16151605767429
0.28,40,-3.16169404167757
0.28,41,-3.16186330958653
0.28,42,-3.1620244863444
0.28,43,-3.16217813854549
0.28,44,-3.16232478108949
0.28,45,-3.16246488294558
0.28,46,-3.162598872162
0.28,47,-3.16272714023404
0.28,48,-3.16285004592422
0.28,49,-3.16296791861311
0.28,50,-3.16308106124694
0.28,51,-3.16318975293718
0.28,52,-3.16329425125939
0.28,53,-3.16339479429097
0.28,54,-3.16349160242188
0.28,55,-3.16358487996722
0.28,56,-3.16367481660656
0.28,57,-3.16376158867133
0.28,58,-3.16384536029872
0.28,59,-3.16392628446784
0.28,60,-3.16400450393201
0.28,61,-3.16408015205919
0.28,62,-3.16415335359076
0.28,63,-3.16422422532791
0.28,64,-3.16429287675351
0.28,65,-3.16435941059646
0.28,66,-3.16442392334456
0.28,67,-3.16448650571139
0.28,68,-3.16454724306189
0.28,69,-3.16460621580081
0.28,70,-3.16466349972786
0.28,71,-3.16471916636267
0.28,72,-3.16477328324277
0.28,73,-3.16482591419684
0.28,74,-3.16487711959591
0.28,75,-3.16492695658436
0.28,76,-3.16497547929259
0.28,77,-3.16502273903321
0.28,78,-3.16506878448199
0.28,79,-3.16511366184512
0.28,80,-3.16515741501382
0.28,81,-3.16520008570757
0.28,82,-3.16524171360678
0.28,83,-3.16528233647584
0.28,84,-3.16532199027741
0.28,85,-3.16536070927859
0.28,86,-3.16539852614969
0.28,87,-3.16543547205616
0.28,88,-3.16547157674427
0.28,89,-3.16550686862095
0.28,90,-3.16554137482835
0.28,91,-3.16557512131347
0.28,92,-3.16560813289319
0.28,93,-3.16564043331517
0.28,94,-3.16567204531479
0.28,95,-3.16570299066854
0.28,96,-3.16573329024405
0.28,97,-3.16576296404699
0.28,98,-3.16579203126512
0.28,99,-3.16582051030971
0.28,100,-3.16584841885437
0.28,101,-3.16587577387167
0.28,102,-3.16590259166752
0.28,103,-3.16592888791362
0.28,104,-3.16595467767797
0.28,105,-3.16597997545368
0.28,106,-3.16600479518612
0.28,107,-3.16602915029855
0.28,108,-3.16605305371633
0.28,109,-3.1660765178898
0.28,110,-3.1660995548159
0.28,111,-3.16612217605861
0.28,112,-3.16614439276834
0.28,113,-3.1661662157002
0.28,114,-3.16618765523144
0.28,115,-3.16620872137781
0.28,116,-3.16622942380924
0.28,117,-3.1662497718646
0.28,118,-3.16626977456576
0.28,119,-3.16628944063092
0.28,120,-3.16630877848728
0.28,121,-3.1663277962831
0.28,122,-3.16634650189912
0.28,123,-3.16636490295946
0.28,124,-3.16638300684198
0.28,125,-3.16640082068815
0.28,126,-3.16641835141243
0.28,127,-3.16643560571124
0.28,128,-3.16645259007145
0.28,129,-3.16646931077857
0.28,130,-3.16648577392442
0.28,131,-3.16650198541464
0.28,132,-3.16651795097565
0.28,133,-3.16653367616145
0.28,134,-3.16654916636006
0.28,135,-3.16656442679965
0.28,136,-3.16657946255445
0.28,137,-3.16659427855036
0.28,138,-3.16660887957032
0.28,139,-3.1666232702595
0.28,140,-3.16663745513017
0.28,141,-3.16665143856645
0.28,142,-3.16666522482885
0.28,143,-3.16667881805855
0.28,144,-3.16669222228155
0.28,145,-3.16670544141271
0.28,146,-3.16671847925948
0.28,147,-3.16673133952559
0.28,148,-3.1667440258146
0.28,149,-3.16675654163317
0.28,150,-3.16676889039439
0.28,151,-3.16678107542083
0.28,152,-3.16679309994753
0.28,153,-3.16680496712485
0.28,154,-3.16681668002126
0.28,155,-3.16682824162595
0.28,156,-3.16683965485139
0.28,157,-3.16685092253576
0.28,158,-3.16686204744533
0.28,159,-3.16687303227669
0.28,160,-3.16688387965895
0.28,161,-3.16689459215586
0.28,162,-3.16690517226778
0.28,163,-3.16691562243364
0.28,164,-3.16692594503287
0.28,165,-3.16693614238711
0.28,166,-3.16694621676203
0.28,167,-3.16695617036898
0.28,168,-3.1669660053666
0.28,169,-3.16697572386239
0.28,170,-3.16698532791423
0.28,171,-3.16699481953178
0.28,172,-3.16700420067797
0.28,173,-3.16701347327026
0.28,174,-3.16702263918202
0.28,175,-3.16703170024373
0.28,176,-3.16704065824425
0.28,177,-3.16704951493199
0.28,178,-3.16705827201599
0.28,179,-3.16706693116712
0.28,180,-3.16707549401904
0.28,181,-3.1670839621693
0.28,182,-3.1670923371803
0.28,183,-3.16710062058027
0.28,184,-3.16710881386416
0.28,185,-3.16711691849461
0.28,186,-3.16712493590274
0.28,187,-3.16713286748905
0.28,188,-3.16714071462421
0.28,189,-3.16714847864988
0.28,190,-3.1671561608794
0.28,191,-3.16716376259864
0.28,192,-3.16717128506662
0.28,193,-3.16717872951625
0.28,194,-3.16718609715501
0.28,195,-3.16719338916559
0.28,196,-3.16720060670651
0.28,197,-3.16720775091275
0.28,198,-3.16721482289637
0.28,199,-3.16722182374701
0.28,200,-3.16722875453255
0.29,2,-2.85910134928607
0.29,3,-2.92181011033175
0.29,4,-2.95109922140806
0.29,5,-2.96808234582425
0.29,6,-2.97917597366237
0.29,7,-2.98698768850461
0.29,8,-2.99279055999135
0.29,9,-2.99727012969056
0.29,10,-3.00083491322443
0.29,11,-3.00373348442678
0.29,12,-3.00614184515761
0.29,13,-3.00817462977841
0.29,14,-3.00991332138462
0.29,15,-3.01141277509659
0.29,16,-3.01272249527354
0.29,17,-3.01387653944745
0.29,18,-3.01490110329679
0.29,19,-3.01581681797722
0.29,20,-3.01664015300712
0.29,21,-3.01738441513947
0.29,22,-3.01806047273567
0.29,23,-3.01867728978768
0.29,24,-3.01924232549371
0.29,25,-3.01976183728482
0.29,26,-3.02024035040023
0.29,27,-3.02068249094615
0.29,28,-3.0210928537534
0.29,29,-3.02147474573954
0.29,30,-3.02183103038289
0.29,31,-3.0221641996371
0.29,32,-3.02247643229066
0.29,33,-3.02276964166124
0.29,34,-3.02304551483146
0.29,35,-3.02330554512597
0.29,36,-3.02355105915016
0.29,37,-3.02378323942407
0.29,38,-3.02400314342649
0.29,39,-3.02421171969644
0.29,40,-3.02440982150911
0.29,41,-3.02459821854208
0.29,42,-3.02477760686821
0.29,43,-3.02494861754857
0.29,44,-3.02511182404908
0.29,45,-3.0252677486645
0.29,46,-3.02541686810135
0.29,47,-3.02555961834555
0.29,48,-3.02569639891942
0.29,49,-3.02582757661557
0.29,50,-3.02595348878118
0.29,51,-3.02607444621464
0.29,52,-3.02619073572676
0.29,53,-3.02630262241119
0.29,54,-3.02641035166171
0.29,55,-3.02651415096875
0.29,56,-3.02661423152289
0.29,57,-3.026710789649
0.29,58,-3.0268040080916
0.29,59,-3.02689405716914
0.29,60,-3.02698109581249
0.29,61,-3.02706527250101
0.29,62,-3.02714672610779
0.29,63,-3.02722558666413
0.29,64,-3.02730197605222
0.29,65,-3.02737600863362
0.29,66,-3.02744779182058
0.29,67,-3.02751742659592
0.29,68,-3.02758500798703
0.29,69,-3.02765062549852
0.29,70,-3.02771436350765
0.29,71,-3.02777630162635
0.29,72,-3.02783651503289
0.29,73,-3.02789507477633
0.29,74,-3.02795204805614
0.29,75,-3.02800749847947
0.29,76,-3.028061486298
0.29,77,-3.02811406862633
0.29,78,-3.02816529964355
0.29,79,-3.02821523077941
0.29,80,-3.02826391088653
0.29,81,-3.02831138639985
0.29,82,-3.02835770148436
0.29,83,-3.02840289817209
0.29,84,-3.02844701648939
0.29,85,-3.02849009457513
0.29,86,-3.02853216879066
0.29,87,-3.02857327382217
0.29,88,-3.02861344277607
0.29,89,-3.0286527072679
0.29,90,-3.02869109750532
0.29,91,-3.02872864236564
0.29,92,-3.02876536946823
0.29,93,-3.02880130524228
0.29,94,-3.02883647499024
0.29,95,-3.02887090294723
0.29,96,-3.02890461233673
0.29,97,-3.02893762542279
0.29,98,-3.02896996355912
0.29,99,-3.02900164723513
0.29,100,-3.02903269611918
0.29,101,-3.02906312909937
